,time,w_id,x,y,z,activities
0,1514883097.11,eefa00050aaa,-0.9150390625,0.282958984375,0.265869140625,Walking
1,1514883097.11,cda75cbf5cb6,-0.32861328125,-0.85595703125,-0.407958984375,Walking
2,1514883097.14,eefa00050aaa,-0.92041015625,0.279052734375,0.2666015625,Walking
3,1514883097.14,cda75cbf5cb6,-0.345458984375,-0.920654296875,-0.428466796875,Walking
4,1514883097.16,cda75cbf5cb6,-0.337646484375,-0.85205078125,-0.391357421875,Walking
5,1514883097.16,eefa00050aaa,-0.9248046875,0.27587890625,0.26318359375,Walking
6,1514883097.18,cda75cbf5cb6,-0.329833984375,-0.739013671875,-0.46728515625,Walking
7,1514883097.18,eefa00050aaa,-0.920654296875,0.26513671875,0.265380859375,Walking
8,1514883097.2,eefa00050aaa,-0.904541015625,0.26318359375,0.2626953125,Walking
9,1514883097.22,eefa00050aaa,-0.904052734375,0.26025390625,0.26708984375,Walking
10,1514883097.24,eefa00050aaa,-0.912109375,0.254150390625,0.265625,Walking
11,1514883097.26,eefa00050aaa,-0.906005859375,0.254150390625,0.262451171875,Walking
12,1514883097.28,eefa00050aaa,-0.898681640625,0.260009765625,0.2685546875,Walking
13,1514883097.3,eefa00050aaa,-0.8974609375,0.26171875,0.275634765625,Walking
14,1514883097.32,eefa00050aaa,-0.886962890625,0.26318359375,0.281982421875,Walking
15,1514883097.34,eefa00050aaa,-0.879150390625,0.25390625,0.27587890625,Walking
16,1514883097.36,eefa00050aaa,-0.865234375,0.24560546875,0.267822265625,Walking
17,1514883097.37,cda75cbf5cb6,-0.350830078125,-0.842529296875,-0.625244140625,Walking
18,1514883097.37,eefa00050aaa,-0.85888671875,0.240234375,0.26416015625,Walking
19,1514883097.38,cda75cbf5cb6,-0.28466796875,-0.901123046875,-0.470947265625,Walking
20,1514883097.39,eefa00050aaa,-0.877197265625,0.241455078125,0.26611328125,Walking
21,1514883097.39,cda75cbf5cb6,-0.20361328125,-0.867431640625,-0.52197265625,Walking
22,1514883097.4,cda75cbf5cb6,-0.249755859375,-0.92529296875,-0.525634765625,Walking
23,1514883097.41,eefa00050aaa,-0.880615234375,0.234130859375,0.25732421875,Walking
24,1514883097.41,cda75cbf5cb6,-0.308837890625,-0.424072265625,-0.302001953125,Walking
25,1514883097.42,cda75cbf5cb6,-0.23779296875,-0.84130859375,-0.47119140625,Walking
26,1514883097.42,eefa00050aaa,-0.895751953125,0.230712890625,0.23681640625,Walking
27,1514883097.44,eefa00050aaa,-0.94677734375,0.232421875,0.23046875,Walking
28,1514883097.46,eefa00050aaa,-0.9873046875,0.227783203125,0.224365234375,Walking
29,1514883097.53,eefa00050aaa,-0.986328125,0.22265625,0.2177734375,Walking
30,1514883097.55,eefa00050aaa,-0.978759765625,0.219970703125,0.208251953125,Walking
31,1514883097.55,eefa00050aaa,-0.958251953125,0.171142578125,0.211669921875,Walking
32,1514883097.57,eefa00050aaa,-0.96875,0.198486328125,0.211181640625,Walking
33,1514883097.57,eefa00050aaa,-0.932373046875,0.15625,0.231689453125,Walking
34,1514883097.59,eefa00050aaa,-0.91650390625,0.15771484375,0.235107421875,Walking
35,1514883097.65,cda75cbf5cb6,-0.242431640625,-0.912353515625,-0.4873046875,Walking
36,1514883097.65,eefa00050aaa,-0.8935546875,0.12744140625,0.242431640625,Walking
37,1514883097.67,eefa00050aaa,-0.861572265625,0.18994140625,0.259765625,Walking
38,1514883097.67,cda75cbf5cb6,-0.25341796875,-0.90380859375,-0.464599609375,Walking
39,1514883097.68,cda75cbf5cb6,-0.21484375,-0.875244140625,-0.469482421875,Walking
40,1514883097.68,cda75cbf5cb6,-0.16845703125,-0.63427734375,-0.57373046875,Walking
41,1514883097.68,cda75cbf5cb6,-0.2138671875,-0.86962890625,-0.485595703125,Walking
42,1514883097.68,eefa00050aaa,-0.843017578125,0.32666015625,0.294921875,Walking
43,1514883097.69,eefa00050aaa,-0.86181640625,0.2509765625,0.294921875,Walking
44,1514883097.69,cda75cbf5cb6,-0.240966796875,-0.87109375,-0.44140625,Walking
45,1514883097.7,cda75cbf5cb6,-0.192626953125,-0.80078125,-0.494873046875,Walking
46,1514883097.7,cda75cbf5cb6,-0.154296875,-1.02856445312,-0.43603515625,Walking
47,1514883097.7,eefa00050aaa,-0.795654296875,0.303466796875,0.28564453125,Walking
48,1514883097.7,cda75cbf5cb6,-0.192626953125,-0.815185546875,-0.486572265625,Walking
49,1514883097.71,cda75cbf5cb6,-0.235595703125,-0.872314453125,-0.491943359375,Walking
50,1514883097.71,cda75cbf5cb6,-0.224853515625,-0.78125,-0.570068359375,Walking
51,1514883097.71,eefa00050aaa,-0.848876953125,0.35498046875,0.30517578125,Walking
52,1514883097.72,cda75cbf5cb6,-0.2744140625,-0.762939453125,-0.5703125,Walking
53,1514883097.72,cda75cbf5cb6,-0.189697265625,-0.804443359375,-0.3935546875,Walking
54,1514883097.72,cda75cbf5cb6,-0.209228515625,-0.8603515625,-0.564208984375,Walking
55,1514883097.72,eefa00050aaa,-0.810302734375,0.3056640625,0.287353515625,Walking
56,1514883097.73,cda75cbf5cb6,-0.227783203125,-0.811767578125,-0.509521484375,Walking
57,1514883097.73,cda75cbf5cb6,-0.2998046875,-0.80517578125,-0.48095703125,Walking
58,1514883097.73,eefa00050aaa,-0.864990234375,0.417236328125,0.291015625,Walking
59,1514883097.75,cda75cbf5cb6,-0.251708984375,-0.817626953125,-0.394287109375,Walking
60,1514883097.75,eefa00050aaa,-0.88232421875,0.44970703125,0.274658203125,Walking
