,time,w_id,x,y,z,activities
0,1513847878.33,d4fc6d71b812,0.32373046875,-0.57666015625,0.7587890625,Nan
1,1513847878.33,c6b1d4724e68,0.404296875,0.572998046875,0.72705078125,Nan
2,1513847878.35,d4fc6d71b812,0.325439453125,-0.57666015625,0.75634765625,Walking
3,1513847878.35,c6b1d4724e68,0.405029296875,0.57373046875,0.72509765625,Walking
4,1513847878.36,d4fc6d71b812,0.325927734375,-0.57470703125,0.759033203125,Walking
5,1513847878.38,d4fc6d71b812,0.32470703125,-0.5712890625,0.760986328125,Walking
6,1513847878.4,d4fc6d71b812,0.325927734375,-0.575927734375,0.766845703125,Walking
7,1513847878.42,d4fc6d71b812,0.32080078125,-0.576171875,0.766357421875,Walking
8,1513847878.42,c6b1d4724e68,0.405517578125,0.57763671875,0.720703125,Walking
9,1513847878.44,d4fc6d71b812,0.326416015625,-0.5771484375,0.76220703125,Walking
10,1513847878.44,c6b1d4724e68,0.40380859375,0.581298828125,0.7177734375,Walking
11,1513847878.45,d4fc6d71b812,0.325439453125,-0.576416015625,0.7626953125,Walking
12,1513847878.46,c6b1d4724e68,0.3994140625,0.584228515625,0.721435546875,Walking
13,1513847878.46,d4fc6d71b812,0.31787109375,-0.57177734375,0.759033203125,Walking
14,1513847878.48,d4fc6d71b812,0.317626953125,-0.572265625,0.75830078125,Walking
15,1513847878.5,d4fc6d71b812,0.31884765625,-0.57666015625,0.763916015625,Walking
16,1513847878.52,d4fc6d71b812,0.3173828125,-0.57763671875,0.767822265625,Walking
17,1513847878.54,d4fc6d71b812,0.316162109375,-0.573486328125,0.76025390625,Walking
18,1513847878.56,d4fc6d71b812,0.3154296875,-0.576171875,0.761474609375,Walking
19,1513847878.63,d4fc6d71b812,0.321044921875,-0.576416015625,0.75927734375,Walking
20,1513847878.63,c6b1d4724e68,0.401611328125,0.581787109375,0.72314453125,Walking
21,1513847878.63,c6b1d4724e68,0.3935546875,0.583740234375,0.722412109375,Walking
22,1513847878.63,d4fc6d71b812,0.322998046875,-0.580810546875,0.76416015625,Walking
23,1513847878.64,d4fc6d71b812,0.31689453125,-0.576416015625,0.7587890625,Walking
24,1513847878.64,c6b1d4724e68,0.387451171875,0.5908203125,0.719482421875,Walking
25,1513847878.65,c6b1d4724e68,0.397705078125,0.575927734375,0.722412109375,Walking
26,1513847878.65,c6b1d4724e68,0.390625,0.588134765625,0.722412109375,Walking
27,1513847878.65,c6b1d4724e68,0.392822265625,0.586669921875,0.7255859375,Walking
28,1513847878.65,d4fc6d71b812,0.328369140625,-0.573974609375,0.763671875,Walking
29,1513847878.66,c6b1d4724e68,0.391357421875,0.58935546875,0.719482421875,Walking
