,time,w_id,x,y,z,activities
0,1514447066.25,eefa00050aaa,-0.948974609375,0.522705078125,0.068603515625,Walking
1,1514447066.27,eefa00050aaa,-0.892578125,0.4501953125,0.025634765625,Walking
2,1514447066.3,eefa00050aaa,-0.8701171875,0.4853515625,0.051513671875,Walking
3,1514447066.3,cda75cbf5cb6,0.64111328125,0.336181640625,0.083740234375,Walking
4,1514447066.3,cda75cbf5cb6,0.771240234375,0.527587890625,0.055908203125,Walking
5,1514447066.31,cda75cbf5cb6,0.715087890625,0.450439453125,0.0634765625,Walking
6,1514447066.31,eefa00050aaa,-0.850830078125,0.46923828125,0.044189453125,Walking
7,1514447066.32,cda75cbf5cb6,0.67041015625,0.302490234375,0.083251953125,Walking
8,1514447066.33,eefa00050aaa,-0.80029296875,0.415771484375,0.037353515625,Walking
9,1514447066.33,cda75cbf5cb6,0.667724609375,0.39111328125,0.08349609375,Walking
10,1514447066.34,cda75cbf5cb6,0.664306640625,0.33251953125,0.043701171875,Walking
11,1514447066.34,eefa00050aaa,-0.7900390625,0.376953125,0.033203125,Walking
12,1514447066.34,cda75cbf5cb6,0.687255859375,0.330810546875,0.06494140625,Walking
13,1514447066.36,cda75cbf5cb6,0.654296875,0.303955078125,0.02587890625,Walking
14,1514447066.36,eefa00050aaa,-0.740966796875,0.366943359375,0.043701171875,Walking
15,1514447066.38,cda75cbf5cb6,0.653076171875,0.288330078125,0.00927734375,Walking
16,1514447066.38,eefa00050aaa,-0.659912109375,0.364013671875,0.06005859375,Walking
17,1514447066.43,eefa00050aaa,-0.570556640625,0.343505859375,0.069091796875,Walking
18,1514447066.43,cda75cbf5cb6,0.62548828125,0.30029296875,0.00439453125,Walking
19,1514447066.45,eefa00050aaa,-0.501220703125,0.3232421875,0.057861328125,Walking
20,1514447066.45,eefa00050aaa,-0.47265625,0.272216796875,0.049072265625,Walking
21,1514447066.45,cda75cbf5cb6,0.58251953125,0.268310546875,-0.009521484375,Walking
22,1514447066.45,cda75cbf5cb6,0.571044921875,0.28955078125,0.01806640625,Walking
23,1514447066.47,eefa00050aaa,-0.494140625,0.25341796875,0.042724609375,Walking
24,1514447066.47,cda75cbf5cb6,0.54541015625,0.28076171875,0.016357421875,Walking
25,1514447066.47,eefa00050aaa,-0.46728515625,0.30126953125,0.0556640625,Walking
26,1514447066.47,cda75cbf5cb6,0.660400390625,0.276611328125,-0.03076171875,Walking
27,1514447066.49,cda75cbf5cb6,0.6650390625,0.296630859375,-0.04248046875,Walking
28,1514447066.49,eefa00050aaa,-0.549560546875,0.235107421875,0.05712890625,Walking
29,1514447066.5,eefa00050aaa,-0.6337890625,0.21337890625,0.056396484375,Walking
30,1514447066.51,cda75cbf5cb6,0.657470703125,0.2939453125,-0.040771484375,Walking
31,1514447066.52,eefa00050aaa,-0.68212890625,0.214599609375,0.0810546875,Walking
32,1514447066.53,cda75cbf5cb6,0.73583984375,0.294189453125,-0.041748046875,Walking
33,1514447066.54,eefa00050aaa,-0.7041015625,0.22412109375,0.1171875,Walking
34,1514447066.55,cda75cbf5cb6,0.824462890625,0.30859375,-0.031494140625,Walking
35,1514447066.6,eefa00050aaa,-0.7109375,0.233642578125,0.16650390625,Walking
36,1514447066.6,cda75cbf5cb6,0.84619140625,0.33056640625,-0.013916015625,Walking
37,1514447066.62,eefa00050aaa,-0.693115234375,0.24267578125,0.198486328125,Walking
38,1514447066.62,eefa00050aaa,-0.64501953125,0.309326171875,0.2294921875,Walking
39,1514447066.62,cda75cbf5cb6,0.82666015625,0.353759765625,0.01513671875,Walking
40,1514447066.64,cda75cbf5cb6,0.83544921875,0.356689453125,0.037841796875,Walking
41,1514447066.64,eefa00050aaa,-0.65625,0.270263671875,0.21484375,Walking
42,1514447066.64,eefa00050aaa,-0.673095703125,0.340576171875,0.246826171875,Walking
43,1514447066.64,cda75cbf5cb6,0.859619140625,0.33056640625,0.05078125,Walking
44,1514447066.66,cda75cbf5cb6,0.870849609375,0.310546875,0.0400390625,Walking
45,1514447066.66,eefa00050aaa,-0.70703125,0.343505859375,0.254638671875,Walking
46,1514447066.68,cda75cbf5cb6,0.932373046875,0.32861328125,0.026611328125,Walking
47,1514447066.68,eefa00050aaa,-0.767578125,0.352294921875,0.2626953125,Walking
48,1514447066.68,cda75cbf5cb6,1.02270507812,0.349609375,0.02880859375,Walking
49,1514447066.7,eefa00050aaa,-0.861328125,0.382080078125,0.252685546875,Walking
50,1514447066.7,cda75cbf5cb6,1.10498046875,0.3408203125,0.0400390625,Walking
51,1514447066.72,cda75cbf5cb6,1.14575195312,0.333984375,0.072021484375,Walking
52,1514447066.72,eefa00050aaa,-0.954345703125,0.414794921875,0.242919921875,Walking
