,time,w_id,x,y,z,activities
0,1514967774.46,eefa00050aaa,0.943115234375,-0.3251953125,0.10693359375,Walking
1,1514967774.46,cda75cbf5cb6,0.270751953125,0.9716796875,-0.033447265625,Walking
2,1514967774.46,cda75cbf5cb6,0.26904296875,0.97509765625,-0.031494140625,Walking
3,1514967774.47,eefa00050aaa,0.93310546875,-0.326904296875,0.1103515625,Walking
4,1514967774.47,cda75cbf5cb6,0.274169921875,0.97900390625,-0.0361328125,Walking
5,1514967774.47,eefa00050aaa,0.931396484375,-0.326416015625,0.10693359375,Walking
6,1514967774.47,eefa00050aaa,0.931884765625,-0.323486328125,0.11279296875,Walking
7,1514967774.47,cda75cbf5cb6,0.273681640625,0.966796875,-0.040283203125,Walking
8,1514967774.47,eefa00050aaa,0.94091796875,-0.3232421875,0.1162109375,Walking
9,1514967774.47,cda75cbf5cb6,0.271240234375,0.96435546875,-0.043212890625,Walking
10,1514967774.47,eefa00050aaa,0.9443359375,-0.32861328125,0.112548828125,Walking
11,1514967774.48,cda75cbf5cb6,0.273681640625,0.96875,-0.032958984375,Walking
12,1514967774.48,eefa00050aaa,0.944091796875,-0.3271484375,0.11572265625,Walking
13,1514967774.48,eefa00050aaa,0.93896484375,-0.330810546875,0.101806640625,Walking
14,1514967774.48,eefa00050aaa,0.943115234375,-0.327392578125,0.10791015625,Walking
15,1514967774.48,cda75cbf5cb6,0.279541015625,0.974609375,-0.031982421875,Walking
16,1514967774.48,eefa00050aaa,0.946533203125,-0.320068359375,0.106201171875,Walking
17,1514967774.48,eefa00050aaa,0.947265625,-0.325439453125,0.110595703125,Walking
18,1514967774.49,eefa00050aaa,0.936279296875,-0.322998046875,0.114501953125,Walking
19,1514967774.49,eefa00050aaa,0.9384765625,-0.325439453125,0.111328125,Walking
20,1514967774.49,cda75cbf5cb6,0.27685546875,0.971435546875,-0.03662109375,Walking
21,1514967774.49,eefa00050aaa,0.94140625,-0.331787109375,0.10107421875,Walking
22,1514967774.49,cda75cbf5cb6,0.27490234375,0.96435546875,-0.0380859375,Walking
23,1514967774.5,cda75cbf5cb6,0.27978515625,0.970703125,-0.037353515625,Walking
24,1514967774.5,eefa00050aaa,0.94140625,-0.32275390625,0.111328125,Walking
25,1514967774.5,eefa00050aaa,0.938232421875,-0.322509765625,0.106689453125,Walking
26,1514967774.5,eefa00050aaa,0.9423828125,-0.32373046875,0.1103515625,Walking
27,1514967774.5,cda75cbf5cb6,0.275390625,0.973876953125,-0.036376953125,Walking
28,1514967774.51,eefa00050aaa,0.94189453125,-0.3291015625,0.105224609375,Walking
29,1514967774.51,cda75cbf5cb6,0.27685546875,0.972412109375,-0.0341796875,Walking
30,1514967774.51,eefa00050aaa,0.94873046875,-0.322021484375,0.10693359375,Walking
31,1514967774.52,eefa00050aaa,0.945556640625,-0.319091796875,0.104736328125,Walking
32,1514967774.52,eefa00050aaa,0.940673828125,-0.31689453125,0.110107421875,Walking
33,1514967774.53,eefa00050aaa,0.9375,-0.323974609375,0.1162109375,Walking
34,1514967774.53,eefa00050aaa,0.94970703125,-0.322021484375,0.108642578125,Walking
35,1514967774.54,cda75cbf5cb6,0.279052734375,0.978515625,-0.032470703125,Walking
36,1514967774.55,eefa00050aaa,0.93505859375,-0.326416015625,0.11376953125,Walking
37,1514967774.55,eefa00050aaa,0.943115234375,-0.328125,0.11669921875,Walking
38,1514967774.56,cda75cbf5cb6,0.273193359375,0.965576171875,-0.04052734375,Walking
39,1514967774.56,eefa00050aaa,0.96484375,-0.32958984375,0.10595703125,Walking
40,1514967774.56,cda75cbf5cb6,0.27587890625,0.966796875,-0.03515625,Walking
41,1514967774.56,eefa00050aaa,0.937744140625,-0.3271484375,0.120849609375,Walking
42,1514967774.56,eefa00050aaa,0.93310546875,-0.337890625,0.1171875,Walking
43,1514967774.57,eefa00050aaa,0.941162109375,-0.3349609375,0.110595703125,Walking
44,1514967774.57,eefa00050aaa,0.98974609375,-0.322021484375,0.1015625,Walking
45,1514967774.57,eefa00050aaa,0.982177734375,-0.300048828125,0.092529296875,Walking
46,1514967774.57,cda75cbf5cb6,0.27294921875,0.96826171875,-0.03271484375,Walking
47,1514967774.57,eefa00050aaa,0.92578125,-0.33935546875,0.119873046875,Walking
48,1514967774.58,eefa00050aaa,0.976806640625,-0.327880859375,0.101806640625,Walking
49,1514967774.58,eefa00050aaa,0.977294921875,-0.269287109375,0.133544921875,Walking
50,1514967774.58,eefa00050aaa,0.9521484375,-0.27392578125,0.108642578125,Walking
51,1514967774.58,eefa00050aaa,0.948974609375,-0.321044921875,0.1240234375,Walking
52,1514967774.58,cda75cbf5cb6,0.267822265625,0.974853515625,-0.0380859375,Walking
53,1514967774.58,cda75cbf5cb6,0.268798828125,0.969970703125,-0.038330078125,Walking
54,1514967774.58,cda75cbf5cb6,0.275634765625,0.966064453125,-0.036865234375,Walking
55,1514967774.58,cda75cbf5cb6,0.2724609375,0.96826171875,-0.036865234375,Walking
56,1514967774.59,eefa00050aaa,1.00927734375,-0.296142578125,0.086669921875,Walking
57,1514967774.59,cda75cbf5cb6,0.273681640625,0.97412109375,-0.034912109375,Walking
58,1514967774.59,eefa00050aaa,0.934326171875,-0.333984375,0.1181640625,Walking
59,1514967774.59,cda75cbf5cb6,0.271240234375,0.9697265625,-0.0380859375,Walking
60,1514967774.59,eefa00050aaa,0.996337890625,-0.313720703125,0.10107421875,Walking
61,1514967774.6,eefa00050aaa,0.9521484375,-0.32421875,0.117919921875,Walking
